pseudotime,condition,sample,variable,value
15,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,3.57140837474558
15.1,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,0.00157787874995207
15.1,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,3.75408791766192
15.2,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,0.00194261402120535
15.2,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,3.94601108007774
15.3,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,0.00242960502356372
15.3,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,4.14760589802903
15.4,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,0.0030893345225645
15.4,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,4.35930162864811
15.5,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,0.00399698936574017
15.5,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,4.58151791013543
15.6,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,0.00526638705343812
15.6,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,4.81464683214205
15.7,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,0.00707277793375645
15.7,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,5.05902316559336
15.8,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,0.00969081913422924
15.8,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,5.31487450371437
15.9,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,0.0135589116602708
15.9,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,5.58223676618966
16,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,0.019389045565172
16,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,5.8608103551567
16.1,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,0.0283631987088169
16.1,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,6.14970423040469
16.2,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,0.0424753601617903
16.2,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,6.44699282853065
16.3,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,0.0651549010623898
16.3,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,6.74891251261794
16.4,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,0.10238262768862
16.4,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,7.04842849975141
16.5,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,0.16470129056007
16.5,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,7.33265492263388
16.6,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,0.270682301324816
16.6,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,7.57838025225671
16.7,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,0.452408685168709
16.7,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,7.7448397435619
16.8,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,0.762207601494522
16.8,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,7.76418189784879
16.9,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,1.27444323541097
16.9,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,7.53592560302873
17,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,2.06373279581424
17,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,6.94599653451168
17.1,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,3.13500536821205
17.1,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,5.94060121342164
17.2,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,4.33517342115324
17.2,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,4.63198321225014
17.3,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,5.38172079090733
17.3,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,3.29478134829422
17.4,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,6.05081522632029
17.4,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,2.1862143309032
17.5,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,6.30587653470468
17.5,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,1.39846320012799
17.6,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,6.24252359319227
17.6,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,0.888459324451165
17.7,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,5.98219954394596
17.7,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,0.572231290321374
17.8,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,5.61911603985549
17.8,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,0.378056117057941
17.9,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,5.21337653366356
17.9,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,0.257649239856187
18,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,4.79976541498132
18,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,0.18147175311734
18.1,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,4.39721215260638
18.1,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,0.132071206678478
18.2,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,4.01539303068286
18.2,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,0.0991850927894053
18.3,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,3.65873194489523
18.3,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,0.0767224798811332
18.4,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,3.32872544612905
18.4,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,0.0610000310273382
18.5,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,3.02525394239152
18.5,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,0.0497439616764373
18.6,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,2.74732874337484
18.6,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,0.0415186844695557
18.7,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,2.49351694202573
18.7,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,0.0353981349335992
18.8,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,2.26218821211564
18.8,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,0.0307709367459215
18.9,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,2.05165403645248
18.9,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,0.0272253283466896
19,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,1.86024817306837
19,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,0.0244784267605908
19.1,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,1.68637101578452
19.1,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,0.0223323645961978
19.2,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,1.52851307612107
19.2,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,0.0206463703031767
19.3,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,1.38526566211386
19.3,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,0.0193188104328578
19.4,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,1.25532440126451
19.4,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,0.0182750842445576
19.5,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,1.13748770979402
19.5,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,0.0174598167045857
19.6,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,1.03065301275289
19.6,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,0.0168313907443346
19.7,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,0.933811426637721
19.7,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,0.0163582124378565
19.8,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,0.846041734579151
19.8,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,0.0160160800817386
19.9,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,0.766504135078692
19.9,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,0.015786315084885
20,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,0.694433991717706
20,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,0.0156544176260482
20.1,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,0.629135786318992
20.1,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,0.0156090868402514
20.2,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,0.569977360117101
20.2,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,0.0156414993167354
20.3,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,0.516384498032895
20.3,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,0.0157447721065001
20.4,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,0.467835880043607
20.4,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,0.015913559259863
20.5,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,0.423858403227772
20.5,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,0.0161437459801735
20.6,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,0.384022867937086
20.6,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,0.0164322149051449
20.7,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,0.347940013607785
20.7,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,0.0167766662025919
20.8,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,0.315256885786339
20.8,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,0.017175478200518
20.9,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,0.285653513782218
20.9,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,0.0176275988277643
21,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,0.258839877473559
21,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,0.0181324606807116
21.1,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,0.234553141827993
21.1,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,0.0186899143628513
21.2,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,0.212555138245432
21.2,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,0.0193001760759452
21.3,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,0.192630072725617
21.3,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,0.0199637864190265
21.4,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,0.174582441953654
21.4,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,0.0206815780748017
21.5,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,0.158235139586313
21.5,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,0.0214546506024995
21.6,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,0.143427736248816
21.6,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,0.0222843509617104
21.7,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,0.130014917971796
21.7,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,0.0231722586987942
21.8,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,0.117865068983981
21.8,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,0.0241201749615882
21.9,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,0.106858985910631
21.9,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,0.0251301146879608
22,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,0.0968887115003862
22,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,0.026204301452779
22.1,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,0.0878564770089479
22.1,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,0.0273451645660596
22.2,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,0.0796737433048283
22.2,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,0.0285553380998326
22.3,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,0.0722603316306632
22.3,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,0.0298376615880803
22.4,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,0.0655436357551852
22.4,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,0.031195182197157
22.5,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,0.0594579079886293
22.5,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,0.0326311582064588
22.6,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,0.0539436122115141
22.6,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,0.0341490636731909
22.7,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,0.0489468376870944
22.7,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,0.0357525941826689
22.8,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,0.0444187679951018
22.8,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,0.0374456736080923
22.9,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,0.0403151999425118
22.9,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,0.0392324618222259
23,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,0.0365961077797036
23,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,0.0411173633187434
23.1,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,0.0332252484810743
23.1,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,0.0431050367137959
23.2,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,0.0301698042398448
23.2,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,0.0452004051091279
23.3,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,0.0274000586894079
23.3,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,0.0474086673078476
23.4,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,0.0248891037752832
23.4,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,0.0497353098830809
23.5,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,0.0226125741866647
23.5,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,0.0521861200974204
23.6,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,0.0205484064502892
23.6,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,0.0547671996822832
23.7,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,0.0186766216845174
23.7,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,0.0574849795249829
23.8,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,0.016979128441444
23.8,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,0.0603462352495404
23.9,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,0.0154395440490939
23.9,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,0.0633581037269455
24,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,0.014043032979051
24,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,0.0665281005529756
24.1,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,0.0127761604864228
24.1,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,0.0698641385240514
24.2,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,0.0116267600967467
24.2,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,0.0733745471502208
24.3,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,0.0105838136314569
24.3,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,0.0770680932475865
24.4,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,0.0096373425848577
24.4,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,0.0809540026560686
24.5,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,0.00877830978126199
24.5,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,0.0850419831321483
24.6,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,0.00799853034020237
24.6,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,0.0893422484698056
24.7,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,0.00729059106959637
24.7,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,0.093865543906518
24.8,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,0.006647777489787
24.8,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,0.0986231728748982
24.9,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,0.00606400776656974
24.9,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,0.103627025164321
25,a=0.5 b=0.8 c=1 d=0.8,7_2,Predator,0.00553377289949616
25,a=0.5 b=0.8 c=1 d=0.8,7_2,Prey,0.10888960656077
0,a=0.5 b=0.8 c=1 d=0.8,8_2,Predator,2
0,a=0.5 b=0.8 c=1 d=0.8,8_2,Prey,8
0.1,a=0.5 b=0.8 c=1 d=0.8,8_2,Predator,3.28707918191572
0.1,a=0.5 b=0.8 c=1 d=0.8,8_2,Prey,6.82485498428556
0.2,a=0.5 b=0.8 c=1 d=0.8,8_2,Predator,4.81883956146674
0.2,a=0.5 b=0.8 c=1 d=0.8,8_2,Prey,5.1898442189925
0.3,a=0.5 b=0.8 c=1 d=0.8,8_2,Predator,6.16632068533793
0.3,a=0.5 b=0.8 c=1 d=0.8,8_2,Prey,3.50628406942165
0.4,a=0.5 b=0.8 c=1 d=0.8,8_2,Predator,6.98037904908765
0.4,a=0.5 b=0.8 c=1 d=0.8,8_2,Prey,2.1698518845412
0.5,a=0.5 b=0.8 c=1 d=0.8,8_2,Predator,7.23245255653047
0.5,a=0.5 b=0.8 c=1 d=0.8,8_2,Prey,1.28770072903816
0.6,a=0.5 b=0.8 c=1 d=0.8,8_2,Predator,7.08976644434521
0.6,a=0.5 b=0.8 c=1 d=0.8,8_2,Prey,0.761840792485381
0.7,a=0.5 b=0.8 c=1 d=0.8,8_2,Predator,6.72893757587205
0.7,a=0.5 b=0.8 c=1 d=0.8,8_2,Prey,0.460361310961607
0.8,a=0.5 b=0.8 c=1 d=0.8,8_2,Predator,6.26957063015266
0.8,a=0.5 b=0.8 c=1 d=0.8,8_2,Prey,0.287635151558628
0.9,a=0.5 b=0.8 c=1 d=0.8,8_2,Predator,5.77958572170087
0.9,a=0.5 b=0.8 c=1 d=0.8,8_2,Prey,0.186731245280276
1,a=0.5 b=0.8 c=1 d=0.8,8_2,Predator,5.29437897920409
1,a=0.5 b=0.8 c=1 d=0.8,8_2,Prey,0.12606738642402
1.1,a=0.5 b=0.8 c=1 d=0.8,8_2,Predator,4.83127203612479
1.1,a=0.5 b=0.8 c=1 d=0.8,8_2,Prey,0.0884085192606069
1.2,a=0.5 b=0.8 c=1 d=0.8,8_2,Predator,4.39799208966701
1.2,a=0.5 b=0.8 c=1 d=0.8,8_2,Prey,0.064264401785257
1.3,a=0.5 b=0.8 c=1 d=0.8,8_2,Predator,3.99725710456884
1.3,a=0.5 b=0.8 c=1 d=0.8,8_2,Prey,0.048299080464478
1.4,a=0.5 b=0.8 c=1 d=0.8,8_2,Predator,3.62919529489599
1.4,a=0.5 b=0.8 c=1 d=0.8,8_2,Prey,0.0374335458797266
1.5,a=0.5 b=0.8 c=1 d=0.8,8_2,Predator,3.29262310275141
1.5,a=0.5 b=0.8 c=1 d=0.8,8_2,Prey,0.029841283095999
1.6,a=0.5 b=0.8 c=1 d=0.8,8_2,Predator,2.98572587433623
1.6,a=0.5 b=0.8 c=1 d=0.8,8_2,Prey,0.0244088551240345
1.7,a=0.5 b=0.8 c=1 d=0.8,8_2,Predator,2.7064255951794
1.7,a=0.5 b=0.8 c=1 d=0.8,8_2,Prey,0.020438783145766
1.8,a=0.5 b=0.8 c=1 d=0.8,8_2,Predator,2.45257881827844
1.8,a=0.5 b=0.8 c=1 d=0.8,8_2,Prey,0.0174831019306542
1.9,a=0.5 b=0.8 c=1 d=0.8,8_2,Predator,2.22208340673
1.9,a=0.5 b=0.8 c=1 d=0.8,8_2,Prey,0.0152471990636368
2,a=0.5 b=0.8 c=1 d=0.8,8_2,Predator,2.01293438138273
2,a=0.5 b=0.8 c=1 d=0.8,8_2,Prey,0.0135328647905839
2.1,a=0.5 b=0.8 c=1 d=0.8,8_2,Predator,1.82325043476537
2.1,a=0.5 b=0.8 c=1 d=0.8,8_2,Prey,0.0122043366352953
2.2,a=0.5 b=0.8 c=1 d=0.8,8_2,Predator,1.65128542955525
2.2,a=0.5 b=0.8 c=1 d=0.8,8_2,Prey,0.0111665005597492
2.3,a=0.5 b=0.8 c=1 d=0.8,8_2,Predator,1.49542952712914
2.3,a=0.5 b=0.8 c=1 d=0.8,8_2,Prey,0.0103516840598768
2.4,a=0.5 b=0.8 c=1 d=0.8,8_2,Predator,1.35420553442468
2.4,a=0.5 b=0.8 c=1 d=0.8,8_2,Prey,0.00971095876333946
2.5,a=0.5 b=0.8 c=1 d=0.8,8_2,Predator,1.22626249627718
2.5,a=0.5 b=0.8 c=1 d=0.8,8_2,Prey,0.00920843011978655
2.6,a=0.5 b=0.8 c=1 d=0.8,8_2,Predator,1.11036777861039
2.6,a=0.5 b=0.8 c=1 d=0.8,8_2,Prey,0.00881742437607867
2.7,a=0.5 b=0.8 c=1 d=0.8,8_2,Predator,1.00539867650359
2.7,a=0.5 b=0.8 c=1 d=0.8,8_2,Prey,0.0085178824766942
2.8,a=0.5 b=0.8 c=1 d=0.8,8_2,Predator,0.910333913351216
2.8,a=0.5 b=0.8 c=1 d=0.8,8_2,Prey,0.00829456848781986
2.9,a=0.5 b=0.8 c=1 d=0.8,8_2,Predator,0.824245390126032
2.9,a=0.5 b=0.8 c=1 d=0.8,8_2,Prey,0.00813580241555623
3,a=0.5 b=0.8 c=1 d=0.8,8_2,Predator,0.746290310125106
3,a=0.5 b=0.8 c=1 d=0.8,8_2,Prey,0.00803256850483508
3.1,a=0.5 b=0.8 c=1 d=0.8,8_2,Predator,0.67570378639517
3.1,a=0.5 b=0.8 c=1 d=0.8,8_2,Prey,0.00797786775072541
3.2,a=0.5 b=0.8 c=1 d=0.8,8_2,Predator,0.611791958148399
3.2,a=0.5 b=0.8 c=1 d=0.8,8_2,Prey,0.00796624774723133
3.3,a=0.5 b=0.8 c=1 d=0.8,8_2,Predator,0.553925625649402
3.3,a=0.5 b=0.8 c=1 d=0.8,8_2,Prey,0.00799345558522077
3.4,a=0.5 b=0.8 c=1 d=0.8,8_2,Predator,0.501534393036979
3.4,a=0.5 b=0.8 c=1 d=0.8,8_2,Prey,0.00805617943033188
3.5,a=0.5 b=0.8 c=1 d=0.8,8_2,Predator,0.454101296624189
3.5,a=0.5 b=0.8 c=1 d=0.8,8_2,Prey,0.00815185417762092
3.6,a=0.5 b=0.8 c=1 d=0.8,8_2,Predator,0.411157891996587
3.6,a=0.5 b=0.8 c=1 d=0.8,8_2,Prey,0.00827851401360107
3.7,a=0.5 b=0.8 c=1 d=0.8,8_2,Predator,0.372279769518981
3.7,a=0.5 b=0.8 c=1 d=0.8,8_2,Prey,0.00843467966507023
3.8,a=0.5 b=0.8 c=1 d=0.8,8_2,Predator,0.337082467294971
3.8,a=0.5 b=0.8 c=1 d=0.8,8_2,Prey,0.00861927155405492
3.9,a=0.5 b=0.8 c=1 d=0.8,8_2,Predator,0.305217750886389
3.9,a=0.5 b=0.8 c=1 d=0.8,8_2,Prey,0.00883154248593673
4,a=0.5 b=0.8 c=1 d=0.8,8_2,Predator,0.276370230117115
4,a=0.5 b=0.8 c=1 d=0.8,8_2,Prey,0.00907102520065071
4.1,a=0.5 b=0.8 c=1 d=0.8,8_2,Predator,0.250254284790821
4.1,a=0.5 b=0.8 c=1 d=0.8,8_2,Prey,0.00933749133402086
4.2,a=0.5 b=0.8 c=1 d=0.8,8_2,Predator,0.226611272844443
4.2,a=0.5 b=0.8 c=1 d=0.8,8_2,Prey,0.00963091921416396
4.3,a=0.5 b=0.8 c=1 d=0.8,8_2,Predator,0.205206996269841
4.3,a=0.5 b=0.8 c=1 d=0.8,8_2,Prey,0.00995146855709118
4.4,a=0.5 b=0.8 c=1 d=0.8,8_2,Predator,0.185829401957684
4.4,a=0.5 b=0.8 c=1 d=0.8,8_2,Prey,0.0102994605950408
4.5,a=0.5 b=0.8 c=1 d=0.8,8_2,Predator,0.168286496400059
4.5,a=0.5 b=0.8 c=1 d=0.8,8_2,Prey,0.0106753625186849
4.6,a=0.5 b=0.8 c=1 d=0.8,8_2,Predator,0.152404454900222
4.6,a=0.5 b=0.8 c=1 d=0.8,8_2,Prey,0.0110797753738473
4.7,a=0.5 b=0.8 c=1 d=0.8,8_2,Predator,0.138025907557974
4.7,a=0.5 b=0.8 c=1 d=0.8,8_2,Prey,0.0115134247485686
4.8,a=0.5 b=0.8 c=1 d=0.8,8_2,Predator,0.125008385818261
4.8,a=0.5 b=0.8 c=1 d=0.8,8_2,Prey,0.0119771537342908
4.9,a=0.5 b=0.8 c=1 d=0.8,8_2,Predator,0.113222914784478
4.9,a=0.5 b=0.8 c=1 d=0.8,8_2,Prey,0.0124719177578487
5,a=0.5 b=0.8 c=1 d=0.8,8_2,Predator,0.102552737806777
5,a=0.5 b=0.8 c=1 d=0.8,8_2,Prey,0.0129987809677507
5.1,a=0.5 b=0.8 c=1 d=0.8,8_2,Predator,0.0928921610622867
5.1,a=0.5 b=0.8 c=1 d=0.8,8_2,Prey,0.0135589139253949
5.2,a=0.5 b=0.8 c=1 d=0.8,8_2,Predator,0.0841455069527597
5.2,a=0.5 b=0.8 c=1 d=0.8,8_2,Prey,0.0141535924041945
5.3,a=0.5 b=0.8 c=1 d=0.8,8_2,Predator,0.076226166161268
5.3,a=0.5 b=0.8 c=1 d=0.8,8_2,Prey,0.0147841971406141
5.4,a=0.5 b=0.8 c=1 d=0.8,8_2,Predator,0.069055739138891
5.4,a=0.5 b=0.8 c=1 d=0.8,8_2,Prey,0.0154522144135088
5.5,a=0.5 b=0.8 c=1 d=0.8,8_2,Predator,0.0625632586409197
5.5,a=0.5 b=0.8 c=1 d=0.8,8_2,Prey,0.0161592373538865
5.6,a=0.5 b=0.8 c=1 d=0.8,8_2,Predator,0.0566844857059255
5.6,a=0.5 b=0.8 c=1 d=0.8,8_2,Prey,0.0169069679077932
5.7,a=0.5 b=0.8 c=1 d=0.8,8_2,Predator,0.0513612721759033
5.7,a=0.5 b=0.8 c=1 d=0.8,8_2,Prey,0.0176972193915914
5.8,a=0.5 b=0.8 c=1 d=0.8,8_2,Predator,0.0465409834971728
5.8,a=0.5 b=0.8 c=1 d=0.8,8_2,Prey,0.0185319195923376
5.9,a=0.5 b=0.8 c=1 d=0.8,8_2,Predator,0.0421759761250689
5.9,a=0.5 b=0.8 c=1 d=0.8,8_2,Prey,0.0194131143769409
6,a=0.5 b=0.8 c=1 d=0.8,8_2,Predator,0.0382231243855974
6,a=0.5 b=0.8 c=1 d=0.8,8_2,Prey,0.0203429717828189
6.1,a=0.5 b=0.8 c=1 d=0.8,8_2,Predator,0.0346433921287799
6.1,a=0.5 b=0.8 c=1 d=0.8,8_2,Prey,0.0213237865702661
6.2,a=0.5 b=0.8 c=1 d=0.8,8_2,Predator,0.0314014449456222
6.2,a=0.5 b=0.8 c=1 d=0.8,8_2,Prey,0.0223579852230331
6.3,a=0.5 b=0.8 c=1 d=0.8,8_2,Predator,0.0284652991174309
6.3,a=0.5 b=0.8 c=1 d=0.8,8_2,Prey,0.0234481313889206
6.4,a=0.5 b=0.8 c=1 d=0.8,8_2,Predator,0.0258060038262133
6.4,a=0.5 b=0.8 c=1 d=0.8,8_2,Prey,0.0245969317567345
